"SAMPLE_ID","STATUS","STATUS_DATE","REMARK"
65169,"CONFIRMED_WITH_HIGH_TOXINS","09/24/2019",
65172,"CONFIRMED_WITH_HIGH_TOXINS","10/10/2019",
65171,"SUSPICIOUS","10/08/2019",
65173,,,
65174,,,
65175,"NO_BLOOM","11/12/2019",
65176,"NO_BLOOM","11/12/2019",
65177,"NO_BLOOM","07/08/2019",
65178,"NO_BLOOM","07/23/2019",
65179,"NO_BLOOM","08/05/2019",
65181,"NO_BLOOM","08/16/2019",
65182,"NO_BLOOM","08/29/2019",
65184,"NO_BLOOM","09/13/2019",
65180,"CONFIRMED","08/09/2019",
65183,"CONFIRMED","08/29/2019",
65185,,,
65186,,,
65187,"NO_BLOOM","11/12/2019",
65188,"NO_BLOOM","11/12/2019",
65189,"NO_BLOOM","11/12/2019",
65191,"NO_BLOOM",,
65191,"NO_BLOOM","08/05/2019",
65192,"NO_BLOOM","08/16/2019",
65193,"NO_BLOOM","08/30/2019",
65194,"NO_BLOOM","09/11/2019",
65195,"NO_BLOOM","09/25/2019",
65190,"CONFIRMED","07/17/2019",
65196,"CONFIRMED_WITH_HIGH_TOXINS","10/10/2019",
65197,"NO_BLOOM",,
65198,"NO_BLOOM","11/12/2019",
65199,"NO_BLOOM","11/12/2019",
65200,"NO_BLOOM","07/10/2019",
65201,"NO_BLOOM","07/25/2019",
65202,"NO_BLOOM","08/16/2019",
65203,"NO_BLOOM","08/28/2019",
65204,"NO_BLOOM","09/11/2019",
65205,"NO_BLOOM","09/25/2019",
65206,"SUSPICIOUS","08/19/2019",
65207,"SUSPICIOUS","08/19/2019",
65208,"SUSPICIOUS","09/27/2019",
65209,"SUSPICIOUS","08/28/2019",
65210,"SUSPICIOUS","08/19/2019",
65211,"SUSPICIOUS","08/30/2019",
65212,"SUSPICIOUS","08/01/2019",
65213,"SUSPICIOUS","06/18/2019",
65214,"SUSPICIOUS","06/18/2019",
65213,"SUSPICIOUS","06/19/2019",
65214,"SUSPICIOUS","06/19/2019",
65215,"NO_BLOOM",,
65216,"NO_BLOOM","11/12/2019",
65217,"CONFIRMED","06/05/2019",
65218,"NO_BLOOM","11/12/2019",
65219,"NO_BLOOM","11/12/2019",
65220,"NO_BLOOM","11/12/2019",
65221,"NO_BLOOM","11/12/2019",
65222,"NO_BLOOM","11/12/2019",
65223,"NO_BLOOM","11/12/2019",
65224,"CONFIRMED","08/07/2019",
65225,"CONFIRMED","08/15/2019",
65226,"NO_BLOOM","11/12/2019",
65227,"NO_BLOOM","11/12/2019",
65228,"NO_BLOOM","11/12/2019",
65229,"CONFIRMED","08/22/2019",
65230,"CONFIRMED","08/22/2019",
65231,"CONFIRMED","09/05/2019",
65232,"CONFIRMED","09/05/2019",
65233,"CONFIRMED","09/11/2019",
65234,"CONFIRMED","09/18/2019",
65235,"CONFIRMED","09/27/2019",
65236,"CONFIRMED","10/03/2019",
65237,"CONFIRMED","10/09/2019",
65238,"CONFIRMED","10/16/2019",
65238,"CONFIRMED","10/23/2019",
65239,"CONFIRMED","10/23/2019",
65239,"CONFIRMED","10/16/2019",
65240,"CONFIRMED","06/26/2019",
65241,"CONFIRMED","06/26/2019",
65242,"CONFIRMED","07/03/2019",
65243,"CONFIRMED","07/03/2019",
65244,"CONFIRMED","07/10/2019",
65245,"CONFIRMED","07/10/2019",
65246,"CONFIRMED","07/16/2019",
65247,"CONFIRMED","07/16/2019",
65248,"CONFIRMED","07/24/2019",
65249,"CONFIRMED","07/24/2019",
65250,"CONFIRMED","06/19/2019",
65251,"SUSPICIOUS","06/20/2019",
65252,"SUSPICIOUS","07/12/2019",
65252,"SUSPICIOUS","07/15/2019",
65253,"NO_BLOOM",,
65254,"NO_BLOOM",,
65255,"NO_BLOOM",,
65256,"NO_BLOOM",,
65257,"NO_BLOOM",,
65258,"NO_BLOOM",,
65259,"NO_BLOOM",,
65260,"NO_BLOOM",,
65261,"CONFIRMED","08/16/2019",
65262,"NO_BLOOM",,
65263,"NO_BLOOM",,
65264,"NO_BLOOM",,
65265,"NO_BLOOM",,
65266,"NO_BLOOM",,
65267,"NO_BLOOM",,
65268,"SUSPICIOUS","07/10/2019",
65269,"NO_BLOOM",,
65270,"NO_BLOOM",,
65271,"NO_BLOOM",,
65272,"NO_BLOOM",,
65273,"NO_BLOOM",,
65274,"NO_BLOOM",,
65275,"NO_BLOOM",,
65276,"NO_BLOOM",,
65277,"NO_BLOOM",,
65278,"NO_BLOOM",,
65279,"NO_BLOOM",,
65280,"CONFIRMED","08/15/2019",
65281,"NO_BLOOM",,
65282,"NO_BLOOM",,
65283,"NO_BLOOM",,
65284,"NO_BLOOM",,
65285,"NO_BLOOM",,
65286,"NO_BLOOM",,
65287,"NO_BLOOM",,
65288,"NO_BLOOM",,
65289,"NO_BLOOM",,
65290,"NO_BLOOM",,
65291,"NO_BLOOM",,
65292,"NO_BLOOM",,
65293,"NO_BLOOM",,
65294,"NO_BLOOM",,
65295,"NO_BLOOM",,
65296,"NO_BLOOM",,
65297,"NO_BLOOM",,
65298,"NO_BLOOM",,
65299,"NO_BLOOM",,
65300,"NO_BLOOM",,
65301,"NO_BLOOM",,
65302,"NO_BLOOM",,
65303,"NO_BLOOM",,
65304,"NO_BLOOM",,
65305,"NO_BLOOM",,
65306,"NO_BLOOM",,
65307,"NO_BLOOM",,
65308,"CONFIRMED","11/06/2019",
65308,"NO_BLOOM","08/15/2019",
65309,"NO_BLOOM","08/15/2019",
65309,"CONFIRMED","11/06/2019",
65310,"NO_BLOOM","11/12/2019",
65312,"NO_BLOOM","07/08/2019",
65313,"NO_BLOOM","08/02/2019",
65314,"NO_BLOOM","08/15/2019",
65315,"NO_BLOOM","08/30/2019",
65316,"NO_BLOOM","09/13/2019",
65317,"NO_BLOOM","09/30/2019",
65311,"SUSPICIOUS","06/27/2019",
65318,"NO_BLOOM","11/12/2019",
65319,,,
65320,"NO_BLOOM","11/12/2019",
65321,"NO_BLOOM","08/15/2019",
65322,"SUSPICIOUS","07/05/2019",
65323,"CONFIRMED","09/05/2019",
65324,"CONFIRMED","09/05/2019",
65325,"CONFIRMED","09/05/2019",
65326,,,
65327,,,
65328,,,
65331,"NO_BLOOM","08/21/2019",
65332,"NO_BLOOM","08/28/2019",
65333,"NO_BLOOM","09/05/2019",
65336,"NO_BLOOM","09/12/2019",
65329,"NO_BLOOM","07/11/2019",
65334,"CONFIRMED_WITH_HIGH_TOXINS","09/06/2019",
65337,"CONFIRMED","09/12/2019",
65330,"NO_BLOOM",,
65335,"SUSPICIOUS","09/05/2019",
65338,,,
65339,"NO_BLOOM","11/12/2019",
65340,"NO_BLOOM","07/10/2019",
65341,"NO_BLOOM","07/23/2019",
65342,"NO_BLOOM","08/05/2019",
65342,"NO_BLOOM",,
65343,"NO_BLOOM","08/20/2019",
65345,"NO_BLOOM","11/12/2019",
65346,"NO_BLOOM","09/13/2019",
65347,"NO_BLOOM","09/25/2019",
65344,"CONFIRMED","08/27/2019",
65348,"SUSPICIOUS","07/09/2019",
65349,"SUSPICIOUS","08/02/2019",
65350,"SUSPICIOUS","08/15/2019",
65351,,,
65352,,,
65353,"NO_BLOOM","11/12/2019",
65354,"NO_BLOOM","11/12/2019",
65355,"NO_BLOOM","07/10/2019",
65357,"NO_BLOOM",,
65358,"NO_BLOOM","08/06/2019",
65360,"NO_BLOOM","08/20/2019",
65361,"NO_BLOOM","11/12/2019",
65362,"NO_BLOOM","09/24/2019",
65356,"CONFIRMED","07/10/2019",
65359,"NO_BLOOM","08/06/2019",
65363,"NO_BLOOM","11/12/2019",
65364,"NO_BLOOM","07/02/2019",
65365,"NO_BLOOM","07/17/2019",
65366,"NO_BLOOM","08/01/2019",
65367,"NO_BLOOM","08/15/2019",
65368,"NO_BLOOM","08/28/2019",
65369,"NO_BLOOM","09/11/2019",
65370,"NO_BLOOM","08/12/2019",
65376,"SUSPICIOUS","10/04/2019",
65371,"SUSPICIOUS","07/08/2019",
65372,"SUSPICIOUS","07/22/2019",
65373,"SUSPICIOUS","08/14/2019",
65374,"SUSPICIOUS","08/22/2019",
65375,"SUSPICIOUS","08/26/2019",
65379,"SUSPICIOUS","08/14/2019",
65377,"SUSPICIOUS","07/21/2019",
65378,"SUSPICIOUS","07/26/2019",
65380,"SUSPICIOUS","08/28/2019",
65381,"SUSPICIOUS","08/05/2019",
65382,"NO_BLOOM","11/12/2019",
65383,"NO_BLOOM","06/28/2019",
65384,"NO_BLOOM","11/12/2019",
65385,"NO_BLOOM","08/07/2019",
65386,"NO_BLOOM","08/23/2019",
65387,"NO_BLOOM","09/06/2019",
65388,"NO_BLOOM","09/20/2019",
65389,"NO_BLOOM","10/03/2019",
65390,,,
65391,"NO_BLOOM","11/12/2019",
65392,"NO_BLOOM","06/28/2019",
65393,"NO_BLOOM","11/12/2019",
65394,"NO_BLOOM","07/26/2019",
65396,"NO_BLOOM","08/08/2019",
65397,"NO_BLOOM","08/21/2019",
65398,"NO_BLOOM","09/06/2019",
65399,"NO_BLOOM","09/23/2019",
65395,"CONFIRMED_WITH_HIGH_TOXINS","07/26/2019",
65400,"NO_BLOOM",,
65401,,,
65402,"NO_BLOOM","11/12/2019",
65403,"NO_BLOOM","11/12/2019",
65405,"NO_BLOOM","07/08/2019",
65406,"NO_BLOOM","11/12/2019",
65407,"NO_BLOOM","08/02/2019",
65408,"NO_BLOOM",,
65409,"NO_BLOOM","09/06/2019",
65410,"NO_BLOOM","09/23/2019",
65404,"CONFIRMED","06/20/2019",
65411,"NO_BLOOM",,
65412,"CONFIRMED_WITH_HIGH_TOXINS","08/27/2019",
65413,"SUSPICIOUS","08/19/2019",
65414,"NO_BLOOM",,
65415,"SUSPICIOUS","09/11/2019",
65416,"CONFIRMED_WITH_HIGH_TOXINS","08/22/2019",
65417,"SUSPICIOUS","09/06/2019",
65418,"CONFIRMED_WITH_HIGH_TOXINS","09/23/2019",
65419,"NO_BLOOM",,
65420,"SUSPICIOUS","10/02/2019",
65421,"CONFIRMED_WITH_HIGH_TOXINS","08/21/2019",
65422,"CONFIRMED_WITH_HIGH_TOXINS","09/06/2019",
65423,"SUSPICIOUS","08/19/2019",
65424,"SUSPICIOUS","10/02/2019",
65425,"CONFIRMED_WITH_HIGH_TOXINS","09/06/2019",
65426,"NO_BLOOM",,
65427,"SUSPICIOUS","09/06/2019",
65428,"CONFIRMED_WITH_HIGH_TOXINS","09/13/2019",
65429,"CONFIRMED_WITH_HIGH_TOXINS","10/28/2019",
65430,"NO_BLOOM",,
65431,"NO_BLOOM",,
65432,"NO_BLOOM",,
65433,"SUSPICIOUS","09/18/2019",
65434,"SUSPICIOUS","09/23/2019",
65435,"SUSPICIOUS","10/01/2019",
65436,"SUSPICIOUS","10/01/2019",
65437,"CONFIRMED","08/16/2019",
65438,"CONFIRMED_WITH_HIGH_TOXINS","08/21/2019",
65439,"CONFIRMED_WITH_HIGH_TOXINS","09/06/2019",
65440,"SUSPICIOUS","09/12/2019",
65441,"SUSPICIOUS","10/10/2019",
65442,"SUSPICIOUS","09/23/2019",
65443,"SUSPICIOUS","10/01/2019",
65444,"CONFIRMED_WITH_HIGH_TOXINS","09/06/2019",
65445,"SUSPICIOUS","09/05/2019",
65446,"SUSPICIOUS","09/19/2019",
65447,"SUSPICIOUS","10/10/2019",
65448,"SUSPICIOUS","09/11/2019",
65449,"SUSPICIOUS","09/18/2019",
65450,"CONFIRMED_WITH_HIGH_TOXINS","09/19/2019",
65451,"CONFIRMED_WITH_HIGH_TOXINS","08/27/2019",
65452,"SUSPICIOUS","09/18/2019",
65453,"SUSPICIOUS","08/27/2019",
65454,"CONFIRMED_WITH_HIGH_TOXINS","09/18/2019",
65455,"SUSPICIOUS","08/15/2019",
65456,"CONFIRMED_WITH_HIGH_TOXINS","09/06/2019",
65457,"SUSPICIOUS","08/22/2019",
65458,"SUSPICIOUS","09/06/2019",
65459,"SUSPICIOUS","09/19/2019",
65460,"NO_BLOOM",,
65461,"NO_BLOOM",,
65462,"SUSPICIOUS","08/26/2019",
65463,"CONFIRMED_WITH_HIGH_TOXINS","09/06/2019",
65464,"SUSPICIOUS","08/22/2019",
65465,"NO_BLOOM",,
65466,"CONFIRMED","09/06/2019",
65467,"CONFIRMED_WITH_HIGH_TOXINS","10/07/2019",
65467,"SUSPICIOUS","10/03/2019",
65468,"CONFIRMED_WITH_HIGH_TOXINS","10/07/2019",
65468,"SUSPICIOUS","10/03/2019",
65469,"SUSPICIOUS","08/28/2019",
65470,"NO_BLOOM",,
65471,"SUSPICIOUS","09/23/2019",
65472,"CONFIRMED_WITH_HIGH_TOXINS","09/06/2019",
65473,"SUSPICIOUS","09/18/2019",
65473,"SUSPICIOUS","09/19/2019",
65474,"SUSPICIOUS","09/19/2019",
65474,"SUSPICIOUS","09/18/2019",
65475,"NO_BLOOM",,
65476,"NO_BLOOM",,
65477,"CONFIRMED_WITH_HIGH_TOXINS","09/18/2019",
65478,"SUSPICIOUS","08/22/2019",
65479,"NO_BLOOM",,
65480,"SUSPICIOUS","08/19/2019",
65481,"SUSPICIOUS","08/22/2019",
65482,"SUSPICIOUS","08/19/2019",
65483,"SUSPICIOUS","08/22/2019",
65484,"SUSPICIOUS","08/22/2019",
65485,"SUSPICIOUS","08/19/2019",
65486,"SUSPICIOUS","08/22/2019",
65498,"NO_BLOOM",,
65487,"NO_BLOOM","11/12/2019",
65488,"NO_BLOOM","07/08/2019",
65489,"NO_BLOOM","07/10/2019",
65490,"NO_BLOOM","11/12/2019",
65491,"NO_BLOOM","08/01/2019",
65492,"NO_BLOOM","08/07/2019",
65493,"NO_BLOOM","08/16/2019",
65494,"NO_BLOOM","08/20/2019",
65495,"NO_BLOOM",,
65500,"NO_BLOOM","08/28/2019",
65501,"NO_BLOOM","09/05/2019",
65502,"NO_BLOOM","09/11/2019",
65503,"NO_BLOOM",,
65506,"NO_BLOOM","10/02/2019",
65496,"SUSPICIOUS","08/22/2019",
65497,"SUSPICIOUS","08/22/2019",
65499,"SUSPICIOUS","08/26/2019",
65504,"SUSPICIOUS","09/18/2019",
65505,"SUSPICIOUS","09/16/2019",
65507,"NO_BLOOM","11/12/2019",
65508,"SUSPICIOUS","08/26/2019",
65509,"SUSPICIOUS","09/03/2019",
65510,"SUSPICIOUS","09/03/2019",
65511,"SUSPICIOUS","09/03/2019",
65512,"SUSPICIOUS","09/13/2019",
65513,"SUSPICIOUS","09/30/2019",
65514,"SUSPICIOUS","07/19/2019",
65515,"SUSPICIOUS","07/11/2019",
65516,"SUSPICIOUS","07/19/2019",
65517,"SUSPICIOUS","07/11/2019",
65518,"SUSPICIOUS","07/19/2019",
65519,"SUSPICIOUS","07/19/2019",
65520,"SUSPICIOUS","07/11/2019",
65521,"SUSPICIOUS","07/19/2019",
65522,"SUSPICIOUS","07/19/2019",
65523,"SUSPICIOUS","07/19/2019",
65524,"SUSPICIOUS","07/11/2019",
65525,"NO_BLOOM","08/06/2019",
65526,"SUSPICIOUS","07/19/2019",
65527,"SUSPICIOUS","07/19/2019",
65528,"SUSPICIOUS","07/11/2019",
65529,"SUSPICIOUS","07/19/2019",
65530,"SUSPICIOUS","07/11/2019",
65531,"SUSPICIOUS","07/19/2019",
65532,"SUSPICIOUS","07/19/2019",
65533,"SUSPICIOUS","07/11/2019",
65534,"SUSPICIOUS","07/19/2019",
65535,"SUSPICIOUS","07/19/2019",
65536,"SUSPICIOUS","07/11/2019",
65537,"SUSPICIOUS","07/11/2019",
65538,"SUSPICIOUS","07/11/2019",
65539,"NO_BLOOM","08/06/2019",
65540,"SUSPICIOUS","07/11/2019",
65541,"NO_BLOOM","08/06/2019",
65542,"SUSPICIOUS","08/26/2019",
65543,"SUSPICIOUS","08/26/2019",
65544,"SUSPICIOUS","09/30/2019",
65545,"SUSPICIOUS","08/26/2019",
65546,"SUSPICIOUS","07/19/2019",
65547,"CONFIRMED","07/11/2019",
65548,"CONFIRMED_WITH_HIGH_TOXINS","08/12/2019",
65549,"SUSPICIOUS","08/26/2019",
65550,"SUSPICIOUS","08/26/2019",
65551,"SUSPICIOUS","09/13/2019",
65552,"SUSPICIOUS","09/13/2019",
65553,"SUSPICIOUS","09/13/2019",
65554,"SUSPICIOUS","09/23/2019",
65555,"SUSPICIOUS","09/03/2019",
65556,"SUSPICIOUS","09/13/2019",
65557,"SUSPICIOUS","09/13/2019",
65558,"SUSPICIOUS","09/13/2019",
65559,"SUSPICIOUS","07/19/2019",
65560,"SUSPICIOUS","07/19/2019",
65561,"SUSPICIOUS","09/03/2019",
65562,"SUSPICIOUS","09/13/2019",
65563,"SUSPICIOUS","07/11/2019",
65564,"SUSPICIOUS","07/19/2019",
65565,"SUSPICIOUS","07/19/2019",
65566,"SUSPICIOUS","07/19/2019",
65567,"SUSPICIOUS","07/16/2019",
65568,"SUSPICIOUS","07/10/2019",
65569,"SUSPICIOUS","07/15/2019",
65570,"SUSPICIOUS","07/15/2019",
65571,"SUSPICIOUS","08/01/2019",
65572,"SUSPICIOUS","07/10/2019",
65573,"SUSPICIOUS","07/17/2019",
65574,"SUSPICIOUS","07/10/2019",
65575,"SUSPICIOUS","07/15/2019",
65576,"SUSPICIOUS","07/11/2019",
65577,"SUSPICIOUS","07/19/2019",
65578,"SUSPICIOUS","07/19/2019",
65579,"SUSPICIOUS","07/19/2019",
65580,"SUSPICIOUS","08/12/2019",
65581,"SUSPICIOUS","08/26/2019",
65582,"NO_BLOOM","11/12/2019",
65583,"NO_BLOOM","11/12/2019",
65584,"NO_BLOOM","07/08/2019",
65585,"NO_BLOOM","07/10/2019",
65601,"NO_BLOOM","07/23/2019",
65606,"NO_BLOOM","07/26/2019",
65607,"NO_BLOOM","08/01/2019",
65608,"NO_BLOOM","08/05/2019",
65609,"NO_BLOOM","08/07/2019",
65611,"NO_BLOOM","08/16/2019",
65612,"NO_BLOOM","08/16/2019",
65613,"NO_BLOOM","08/21/2019",
65617,"NO_BLOOM","08/29/2019",
65618,"NO_BLOOM","08/30/2019",
65620,"NO_BLOOM","09/11/2019",
65621,"NO_BLOOM","09/12/2019",
65621,"NO_BLOOM","09/13/2019",
65622,"NO_BLOOM","09/17/2019",
65623,"NO_BLOOM","09/25/2019",
65624,"NO_BLOOM","09/25/2019",
65625,"NO_BLOOM","10/04/2019",
65625,"NO_BLOOM","09/30/2019",
65586,"SUSPICIOUS","07/08/2019",
65587,"SUSPICIOUS","07/09/2019",
65588,"SUSPICIOUS","07/09/2019",
65589,"SUSPICIOUS","07/10/2019",
65590,"SUSPICIOUS","07/10/2019",
65591,"SUSPICIOUS","07/10/2019",
65589,"SUSPICIOUS","07/11/2019",
65590,"SUSPICIOUS","07/11/2019",
65591,"SUSPICIOUS","07/11/2019",
65592,"SUSPICIOUS","07/11/2019",
65593,"SUSPICIOUS","07/11/2019",
65594,"SUSPICIOUS","07/11/2019",
65595,"SUSPICIOUS","07/11/2019",
65592,"SUSPICIOUS","07/10/2019",
65593,"SUSPICIOUS","07/10/2019",
65594,"SUSPICIOUS","07/10/2019",
65595,"SUSPICIOUS","07/10/2019",
65592,"NO_BLOOM",,
65593,"NO_BLOOM",,
65594,"NO_BLOOM",,
65595,"NO_BLOOM",,
65592,"SUSPICIOUS","07/16/2019",
65593,"SUSPICIOUS","07/16/2019",
65594,"SUSPICIOUS","07/16/2019",
65595,"SUSPICIOUS","07/16/2019",
65596,"SUSPICIOUS","07/15/2019",
65597,"SUSPICIOUS","07/16/2019",
65598,"SUSPICIOUS","07/16/2019",
65599,"SUSPICIOUS","07/16/2019",
65597,"SUSPICIOUS","07/15/2019",
65598,"SUSPICIOUS","07/15/2019",
65599,"SUSPICIOUS","07/15/2019",
65600,"SUSPICIOUS","07/15/2019",
65602,"SUSPICIOUS","07/16/2019",
65603,"NO_BLOOM",,
65604,"SUSPICIOUS","07/19/2019",
65605,"NO_BLOOM",,
65610,"NO_BLOOM",,
65614,"SUSPICIOUS","08/22/2019",
65615,"SUSPICIOUS","08/26/2019",
65616,"SUSPICIOUS","08/26/2019",
65619,"SUSPICIOUS","09/05/2019",
65626,"NO_BLOOM","11/12/2019",
65627,"NO_BLOOM",,
65628,"NO_BLOOM","11/12/2019",
65629,,,
65630,,,
65631,,,
65632,"NO_BLOOM","11/12/2019",
65633,"NO_BLOOM","11/12/2019",
65634,"NO_BLOOM","07/11/2019",
65635,"NO_BLOOM","07/26/2019",
65637,"NO_BLOOM","08/08/2019",
65638,"NO_BLOOM","08/22/2019",
65640,"NO_BLOOM","09/06/2019",
65642,"NO_BLOOM","09/30/2019",
65636,"CONFIRMED_WITH_HIGH_TOXINS","07/26/2019",
65639,"CONFIRMED","08/27/2019",
65641,"CONFIRMED_WITH_HIGH_TOXINS","09/06/2019",
65643,"SUSPICIOUS","07/10/2019",
65644,"SUSPICIOUS","07/21/2019",
65645,"SUSPICIOUS","08/26/2019",
65646,"SUSPICIOUS","09/03/2019",
65647,"SUSPICIOUS","07/10/2019",
65648,"SUSPICIOUS","07/16/2019",
65649,"NO_BLOOM","11/12/2019",
65650,"NO_BLOOM","11/12/2019",
65651,"NO_BLOOM","07/10/2019",
65652,"NO_BLOOM","11/12/2019",
65653,"NO_BLOOM","08/07/2019",
65654,"NO_BLOOM","08/21/2019",
65655,"NO_BLOOM","09/05/2019",
65656,"NO_BLOOM","09/18/2019",
65657,"SUSPICIOUS","07/24/2019",
65658,"NO_BLOOM","11/12/2019",
65659,"NO_BLOOM","11/12/2019",
65660,"NO_BLOOM","07/10/2019",
65661,"NO_BLOOM","11/12/2019",
65662,"NO_BLOOM","08/07/2019",
65663,"NO_BLOOM","08/21/2019",
65664,"NO_BLOOM","09/05/2019",
65665,"NO_BLOOM","09/25/2019",
65666,"SUSPICIOUS","08/26/2019",
65667,"SUSPICIOUS","08/07/2019",
65668,"SUSPICIOUS","07/05/2019",
65669,"SUSPICIOUS","08/14/2019",
65670,"NO_BLOOM","11/12/2019",
65671,"NO_BLOOM","11/12/2019",
65672,"NO_BLOOM","07/08/2019",
65673,"NO_BLOOM","08/07/2019",
65676,"NO_BLOOM","09/03/2019",
65679,"NO_BLOOM","09/17/2019",
65685,"NO_BLOOM","09/30/2019",
65674,"SUSPICIOUS","08/14/2019",
65675,"SUSPICIOUS","08/22/2019",
65677,"SUSPICIOUS","09/03/2019",
65678,"SUSPICIOUS","09/09/2019",
65680,"SUSPICIOUS","09/17/2019",
65681,"SUSPICIOUS","09/17/2019",
65682,"SUSPICIOUS","09/17/2019",
65681,"SUSPICIOUS","09/19/2019",
65682,"SUSPICIOUS","09/19/2019",
65683,"SUSPICIOUS","09/24/2019",
65683,"SUSPICIOUS","09/25/2019",
65684,"SUSPICIOUS","09/23/2019",
65686,"SUSPICIOUS","10/10/2019",
65687,"SUSPICIOUS","10/29/2019",
65687,"SUSPICIOUS","10/09/2019",
65688,"SUSPICIOUS","10/15/2019",
65689,"SUSPICIOUS","10/22/2019",
65690,"SUSPICIOUS","10/29/2019",
65691,"SUSPICIOUS","10/29/2019",
65692,"SUSPICIOUS","10/29/2019",
65693,"SUSPICIOUS","10/31/2019",
65694,"NO_BLOOM","11/12/2019",
65695,"CONFIRMED_WITH_HIGH_TOXINS","09/10/2019",
65696,"SUSPICIOUS","09/10/2019",
65697,"CONFIRMED_WITH_HIGH_TOXINS","10/10/2019",
65698,"SUSPICIOUS","10/10/2019",
65699,"CONFIRMED_WITH_HIGH_TOXINS","09/09/2019",
65700,"SUSPICIOUS","09/09/2019",
65701,"CONFIRMED_WITH_HIGH_TOXINS","09/06/2019",
65702,"SUSPICIOUS","09/10/2019",
65703,"CONFIRMED_WITH_HIGH_TOXINS","09/24/2019",
65704,"CONFIRMED_WITH_HIGH_TOXINS","10/10/2019",
65705,"CONFIRMED","09/09/2019",
65706,"SUSPICIOUS","09/18/2019",
65707,"CONFIRMED_WITH_HIGH_TOXINS","09/12/2019",
65708,"SUSPICIOUS","09/18/2019",
65709,"SUSPICIOUS","09/10/2019",
65710,"SUSPICIOUS","09/20/2019",
65711,"SUSPICIOUS","09/10/2019",
65712,"SUSPICIOUS","09/18/2019",
65713,"SUSPICIOUS","09/09/2019",
65714,"SUSPICIOUS","09/06/2019",
65715,"CONFIRMED","09/10/2019",
65716,"CONFIRMED_WITH_HIGH_TOXINS","09/18/2019",
65717,"SUSPICIOUS","09/19/2019",
65718,"CONFIRMED_WITH_HIGH_TOXINS","09/06/2019",
65719,"CONFIRMED_WITH_HIGH_TOXINS","09/18/2019",
65720,"SUSPICIOUS","09/18/2019",
65721,"CONFIRMED_WITH_HIGH_TOXINS","10/09/2019",
65722,"SUSPICIOUS","09/10/2019",
65723,"SUSPICIOUS","09/10/2019",
65724,"CONFIRMED_WITH_HIGH_TOXINS","08/23/2019",
65725,"CONFIRMED_WITH_HIGH_TOXINS","09/09/2019",
65726,"CONFIRMED_WITH_HIGH_TOXINS","09/18/2019",
65727,"CONFIRMED_WITH_HIGH_TOXINS","10/03/2019",
65728,"CONFIRMED_WITH_HIGH_TOXINS","10/10/2019",
65729,"SUSPICIOUS","09/10/2019",
65730,"SUSPICIOUS","09/18/2019",
65731,"NO_BLOOM",,
65732,"CONFIRMED_WITH_HIGH_TOXINS","09/06/2019",
65733,"SUSPICIOUS","09/10/2019",
65734,"SUSPICIOUS","09/10/2019",
65735,"SUSPICIOUS","09/18/2019",
65736,"SUSPICIOUS","09/09/2019",
65737,"SUSPICIOUS","09/10/2019",
65738,"SUSPICIOUS","09/18/2019",
65739,"CONFIRMED_WITH_HIGH_TOXINS","09/09/2019",
65740,"CONFIRMED_WITH_HIGH_TOXINS","09/18/2019",
65741,"SUSPICIOUS","10/11/2019",
65742,"CONFIRMED_WITH_HIGH_TOXINS","09/06/2019",
65743,"SUSPICIOUS","09/10/2019",
65744,"SUSPICIOUS","09/10/2019",
65745,"SUSPICIOUS","10/01/2019",
65746,"CONFIRMED_WITH_HIGH_TOXINS","09/12/2019",
65747,"NO_BLOOM",,
65748,"CONFIRMED_WITH_HIGH_TOXINS","09/09/2019",
65749,"SUSPICIOUS","09/10/2019",
65750,"CONFIRMED_WITH_HIGH_TOXINS","09/09/2019",
65751,"SUSPICIOUS","09/20/2019",
65752,"CONFIRMED_WITH_HIGH_TOXINS","09/10/2019",
65753,"CONFIRMED_WITH_HIGH_TOXINS","08/23/2019",
65754,"SUSPICIOUS","09/10/2019",
65755,"SUSPICIOUS","09/18/2019",
65756,"CONFIRMED_WITH_HIGH_TOXINS","09/23/2019",
65757,"SUSPICIOUS","10/03/2019",
65758,"SUSPICIOUS","10/09/2019",
65759,"CONFIRMED_WITH_HIGH_TOXINS","09/09/2019",
65760,"CONFIRMED_WITH_HIGH_TOXINS","09/23/2019",
65761,"SUSPICIOUS","10/11/2019",
65762,"SUSPICIOUS","10/11/2019",
65763,"SUSPICIOUS","09/09/2019",
65764,"CONFIRMED_WITH_HIGH_TOXINS","09/18/2019",
65765,"SUSPICIOUS","09/18/2019",
65766,"NO_BLOOM",,
65767,"CONFIRMED_WITH_HIGH_TOXINS","09/19/2019",
65768,"SUSPICIOUS","09/10/2019",
65769,"SUSPICIOUS","09/10/2019",
65770,"SUSPICIOUS","09/06/2019",
65771,"CONFIRMED_WITH_HIGH_TOXINS","09/18/2019",
65772,"CONFIRMED","09/09/2019",
65773,"CONFIRMED_WITH_HIGH_TOXINS","09/23/2019",
65774,"SUSPICIOUS","08/23/2019",
65775,"CONFIRMED_WITH_HIGH_TOXINS","10/03/2019",
65776,,,
65777,"NO_BLOOM","11/12/2019",
65778,"NO_BLOOM","11/12/2019",
65779,"NO_BLOOM","11/12/2019",
65780,"NO_BLOOM","11/12/2019",
65781,"NO_BLOOM","11/12/2019",
65782,"NO_BLOOM","11/12/2019",
65784,"NO_BLOOM","11/12/2019",
