LakeID,FIN,County,WATER,Alternate_Name,Lake_Proj_Code_Ref::LAKE_PROJ_CODE,Beaches,PWS,Waterbody_Classification,WaterClassPartNo,Dam Class,M_BAS_NAME,BASIN_NAME,M_BASIN_ID,BasinSub,ACRES,SHORELINE_,AREA,LEN,P#,PWLID,_8_Digit_HUC,DATE_ADDED,Waterbody_Type,Chla_PWS
0705UWB5948,ONT-66-P5948,Schuyler,Unnamed Water,,,No,No,,,,Seneca-Oneida-Oswego River Basin,Upper Seneca (Finger Lakes),7,705,2.12 ,0.24 ,8579 ,388.61 ,5948,,,,Lake,
0705UWB5952,ONT-66-P5952,Schuyler,Unnamed Water,,,No,No,,,,Seneca-Oneida-Oswego River Basin,Upper Seneca (Finger Lakes),7,705,3.72 ,0.76 ,15037 ,1227.93 ,5952,,,,Lake,
0705UWB5953,ONT-66-12-P369-60-7-7-1-P5953,Schuyler,Unnamed Water,,,No,No,C,898-450,,Seneca-Oneida-Oswego River Basin,Upper Seneca (Finger Lakes),7,705,1.14 ,0.22 ,4619 ,354.93 ,5953,,,,Lake,10
0705UWB5954,ONT-66-12-P369-59-5A-3-P5954,Schuyler,Unnamed Water,,,No,No,C,898-433,,Seneca-Oneida-Oswego River Basin,Upper Seneca (Finger Lakes),7,705,4.16 ,0.37 ,16833 ,588.83 ,5954,,,,Lake,10
0705UWB5955,ONT-66-P5955,Schuyler,Unnamed Water,,,No,No,,,,Seneca-Oneida-Oswego River Basin,Upper Seneca (Finger Lakes),7,705,1.28 ,0.19 ,5163 ,312.86 ,5955,,,,Lake,
0705PUN0378A,ONT-66-12-P369-60-P378A,Schuyler,Punch Bowl Lake,,,No,No,B,898-443.1,,Seneca-Oneida-Oswego River Basin,Upper Seneca (Finger Lakes),7,705,11.91 ,0.80 ,48190 ,1285.18 ,378,,,,Lake,10
0705VAN0366A,ONT-66-12-P366A,Seneca,Van Cleef Lake,Cleef Lake,4061,No,No,C,898-1,C,Seneca-Oneida-Oswego River Basin,Upper Seneca (Finger Lakes),7,705,44.15 ,1.43 ,178668 ,2302.63 ,366,0705-0072,,,Lake,10
0705GEM0367,ONT-66-12-69-P367,Seneca,Gem Lake,,,No,No,C,898-392,,Seneca-Oneida-Oswego River Basin,Upper Seneca (Finger Lakes),7,705,14.72 ,0.66 ,59586 ,1069.99 ,367,0705-0049,,,Lake,10
0704MAC0293A,ONT-66-12-P293A,Seneca,Mack Lake,,,No,No,C,898-223,,Seneca-Oneida-Oswego River Basin,Clyde River,7,704,922.32 ,14.22 ,3732518 ,22881.98 ,293,0705-0045,,,Lake,10
0704JUN0237,ONT-66-12-52-18-P237,Seneca,Junius Ponds,,,No,No,A,898-126,,Seneca-Oneida-Oswego River Basin,Clyde River,7,704,5.50 ,0.48 ,22259 ,768.60 ,237,0704-0028,,,Lake,6
0704JUN0238,ONT-66-12-52-18-P237-1-P238,Seneca,Junius Ponds,,,No,No,A,898-126,,Seneca-Oneida-Oswego River Basin,Clyde River,7,704,4.72 ,0.38 ,19102 ,616.92 ,238,0704-0028,,,Lake,6
0704JUN0240,ONT-66-12-52-18-P237-2-P240,Seneca,Junius Ponds,Junius Ponds (Large Pond between Thruway and Route 318,,No,No,A,898-126,,Seneca-Oneida-Oswego River Basin,Clyde River,7,704,15.82 ,1.06 ,64027 ,1711.08 ,240,0704-0028,,,Lake,6
0704UWB0232,ONT-66-12-52-1-2A-P232,Seneca,Unnamed Water,,,No,No,C,898-124,,Seneca-Oneida-Oswego River Basin,Clyde River,7,704,0.32 ,0.09 ,1304 ,139.34 ,232,,,,Lake,10
0704UWB5612,ONT-66-P5612,Seneca,Unnamed Water,,,No,No,,,,Seneca-Oneida-Oswego River Basin,Clyde River,7,704,1.04 ,0.21 ,4210 ,343.25 ,5612,,,,Lake,
0704UWB5622,ONT-66-12-P293A-P5622,Seneca,Unnamed Water,,,No,No,,,,Seneca-Oneida-Oswego River Basin,Clyde River,7,704,13.53 ,0.65 ,54773 ,1042.60 ,5622,,,,Lake,
0704UWB5623,ONT-66-12-P293A-3-P5623,Seneca,Unnamed Water,,,No,No,C,898-223,,Seneca-Oneida-Oswego River Basin,Clyde River,7,704,1.19 ,0.18 ,4829 ,289.80 ,5623,,,,Lake,10
0704UWB5626,ONT-66-12-52-2-7-P5626,Seneca,Unnamed Water,,,No,No,C,898-124,,Seneca-Oneida-Oswego River Basin,Clyde River,7,704,4.61 ,0.39 ,18640 ,635.44 ,5626,,,,Lake,10
0704UWB5627,ONT-66-P5627,Seneca,Unnamed Water,,,No,No,,,,Seneca-Oneida-Oswego River Basin,Clyde River,7,704,1.10 ,0.16 ,4443 ,260.59 ,5627,,,,Lake,
0704UWB5628,ONT-66-P5628,Seneca,Unnamed Water,,,No,No,,,,Seneca-Oneida-Oswego River Basin,Clyde River,7,704,1.93 ,0.21 ,7812 ,342.01 ,5628,,,,Lake,
0704UWB5629,ONT-66-P5629,Seneca,Unnamed Water,,,No,No,,,,Seneca-Oneida-Oswego River Basin,Clyde River,7,704,0.74 ,0.14 ,3001 ,217.52 ,5629,,,,Lake,
0704UWB5637,ONT-66-P5637,Seneca,Unnamed Water,,,No,No,,,,Seneca-Oneida-Oswego River Basin,Clyde River,7,704,8.70 ,0.55 ,35207 ,880.62 ,5637,,,,Lake,
0704UWB5638,ONT-66-P5638,Seneca,Unnamed Water,,,No,No,,,,Seneca-Oneida-Oswego River Basin,Clyde River,7,704,1.90 ,0.24 ,7687 ,390.20 ,5638,,,,Lake,
0705BUL5617,ONT-66-12-69-3A-P5617,Seneca,Bullhead Pond,,,No,No,A,898-126,,Seneca-Oneida-Oswego River Basin,Upper Seneca (Finger Lakes),7,705,2.63 ,0.26 ,10625 ,412.09 ,5617,,,,Lake,6
0705UWB0367A,ONT-66-12-69-P367A,Seneca,Unnamed Water,,,No,No,C,898-391,,Seneca-Oneida-Oswego River Basin,Upper Seneca (Finger Lakes),7,705,0.88 ,0.14 ,3554 ,226.94 ,367,,,,Lake,10
0705UWB0371,ONT-66-12-P369-15-P371,Seneca,Unnamed Water,,,No,No,C,898-404,,Seneca-Oneida-Oswego River Basin,Upper Seneca (Finger Lakes),7,705,1.21 ,0.17 ,4911 ,275.36 ,371,,,,Lake,10
0705UWB5615,ONT-66-12-69-3A-P5615,Seneca,Unnamed Water,,,No,No,,,,Seneca-Oneida-Oswego River Basin,Upper Seneca (Finger Lakes),7,705,2.45 ,0.23 ,9897 ,377.04 ,5615,,,,Lake,
0705UWB5618,ONT-66-P5618,Seneca,Unnamed Water,,,No,No,,,,Seneca-Oneida-Oswego River Basin,Upper Seneca (Finger Lakes),7,705,1.57 ,0.24 ,6357 ,389.04 ,5618,,,,Lake,
0705UWB5630,ONT-66-P5630,Seneca,Unnamed Water,,,No,No,,,,Seneca-Oneida-Oswego River Basin,Upper Seneca (Finger Lakes),7,705,0.95 ,0.15 ,3845 ,244.42 ,5630,,,,Lake,
0705UWB5631,ONT-66-12-63-1-1-P5631,Seneca,Unnamed Water,,,No,No,,,,Seneca-Oneida-Oswego River Basin,Upper Seneca (Finger Lakes),7,705,1.59 ,0.26 ,6427 ,425.39 ,5631,,,,Lake,
0705UWB5632,ONT-66-12-63-1-P5632,Seneca,Unnamed Water,,,No,No,C,898-389,,Seneca-Oneida-Oswego River Basin,Upper Seneca (Finger Lakes),7,705,1.18 ,0.28 ,4761 ,448.19 ,5632,,,,Lake,10
0705UWB5633,ONT-66-12-63-1-2-P5633,Seneca,Unnamed Water,,,No,No,,,,Seneca-Oneida-Oswego River Basin,Upper Seneca (Finger Lakes),7,705,1.00 ,0.19 ,4044 ,312.94 ,5633,,,,Lake,
0705UWB5636,ONT-66-12-64B-P5636,Seneca,Unnamed Water,,,No,No,C,898-389.1,,Seneca-Oneida-Oswego River Basin,Upper Seneca (Finger Lakes),7,705,0.80 ,0.15 ,3247 ,245.25 ,5636,,,,Lake,10
0705UWB5802,ONT-66-P5802,Seneca,Unnamed Water,,,No,No,,,,Seneca-Oneida-Oswego River Basin,Upper Seneca (Finger Lakes),7,705,0.88 ,0.19 ,3572 ,304.91 ,5802,,,,Lake,
0705UWB5803,ONT-66-12-P296-98-2-6-P5803,Seneca,Unnamed Water,,,No,No,C,898-372,,Seneca-Oneida-Oswego River Basin,Upper Seneca (Finger Lakes),7,705,1.37 ,0.30 ,5528 ,480.29 ,5803,,,,Lake,10
0705UWB5809,ONT-66-P5809,Seneca,Unnamed Water,,,No,No,,,,Seneca-Oneida-Oswego River Basin,Upper Seneca (Finger Lakes),7,705,0.75 ,0.13 ,3028 ,207.72 ,5809,,,,Lake,
0705UWB5810,ONT-66-P5810,Seneca,Unnamed Water,,,No,No,,,,Seneca-Oneida-Oswego River Basin,Upper Seneca (Finger Lakes),7,705,0.84 ,0.14 ,3380 ,222.36 ,5810,,,,Lake,
0705UWB5811,ONT-66-12-P296-102-2C-P5811,Seneca,Unnamed Water,,,No,No,C,898-380,,Seneca-Oneida-Oswego River Basin,Upper Seneca (Finger Lakes),7,705,0.69 ,0.14 ,2797 ,229.22 ,5811,,,,Lake,10
0705UWB5813,ONT-66-12-P296-104A-P5813,Seneca,Unnamed Water,,,No,No,C,898-380,,Seneca-Oneida-Oswego River Basin,Upper Seneca (Finger Lakes),7,705,0.80 ,0.13 ,3238 ,217.24 ,5813,,,,Lake,10
0705UWB5814,ONT-66-P5814,Seneca,Unnamed Water,,,No,No,,,,Seneca-Oneida-Oswego River Basin,Upper Seneca (Finger Lakes),7,705,1.11 ,0.15 ,4489 ,245.47 ,5814,,,,Lake,
0705UWB5816,ONT-66-12-P296-126-1-P5816,Seneca,Unnamed Water,,,No,No,C,898-380,,Seneca-Oneida-Oswego River Basin,Upper Seneca (Finger Lakes),7,705,1.36 ,0.19 ,5501 ,302.72 ,5816,,,,Lake,10
0705UWB5910,ONT-66-P5910,Seneca,Unnamed Water,,,No,No,,,,Seneca-Oneida-Oswego River Basin,Upper Seneca (Finger Lakes),7,705,4.08 ,0.36 ,16523 ,577.30 ,5910,,,,Lake,
0705UWB5914,ONT-66-P5914,Seneca,Unnamed Water,,,No,No,,,,Seneca-Oneida-Oswego River Basin,Upper Seneca (Finger Lakes),7,705,0.79 ,0.15 ,3205 ,237.62 ,5914,,,,Lake,
0705UWB5915,ONT-66-12-P369-22-1-P5915,Seneca,Unnamed Water,,,No,No,C,898-404,,Seneca-Oneida-Oswego River Basin,Upper Seneca (Finger Lakes),7,705,0.73 ,0.17 ,2935 ,265.72 ,5915,,,,Lake,10
0704JUN0241,ONT-66-12-52-18-P241,Seneca,Junius Ponds,,,No,No,,,,Seneca-Oneida-Oswego River Basin,Clyde River,7,704,0.52 ,0.11 ,2091 ,177.48 ,241,,,,Lake,
0704JUN0243,ONT-66-12-52-18-P243,Seneca,Junius Ponds,,,No,No,A,898-126,,Seneca-Oneida-Oswego River Basin,Clyde River,7,704,11.98 ,0.74 ,48477 ,1184.45 ,243,,,,Lake,6
0906MUD0005,SL-25-7-P1-3-4-1-P5,St Lawrence,Mud Lake,,,No,No,C,910-1111,,St. Lawrence River Basin,Indian River,9,906,16.40 ,0.70 ,66308 ,1097.89 ,5,0906-0036,,,Lake,10
0906PLE0006,SL-25-7-P1-3-4-P6,St Lawrence,Pleasant Lake,,,No,No,B,910-1109,,St. Lawrence River Basin,Indian River,9,906,207.70 ,3.50 ,840716 ,5600.98 ,6,0906-0035,,,Lake,10
0906HIC0004,SL-25-7-P1-2-P4,St Lawrence,Hickory Lake,,,No,No,C,910-1097,,St. Lawrence River Basin,Indian River,9,906,499.00 ,5.90 ,2019398 ,9547.80 ,4,0906-0029,,,Lake,10
0906MUD0003,SL-25-7-P1-2-4-P3,St Lawrence,Mud Lake,,,No,No,D,910-1100,,St. Lawrence River Basin,Indian River,9,906,529.90 ,5.00 ,2144636 ,8013.72 ,3,0906-0028,,,Lake,10
0906BLA0001,SL-25-7-P1,St Lawrence,Black Lake,,51,Yes,No,B,910-1095,C,St. Lawrence River Basin,Indian River,9,906,7747.60 ,74.90 ,31353591 ,120494.95 ,1,0906-0001,,,Lake,10
0905OTT0340,SL-25-118-P340,St Lawrence,Otter Pond,,,No,No, ,910-1616,,St. Lawrence River Basin,Oswegatchie River,9,905,43.19 ,2.30 ,174782 ,3708.78 ,340,0905-0193,,,Lake,
0905SIM0336,SL-25-P309-14-P336,St Lawrence,Simmons Pond,,,No,No, ,910-1611,,St. Lawrence River Basin,Oswegatchie River,9,905,15.00 ,0.63 ,60707 ,1013.85 ,336,0905-0192,,,Lake,
0905SPE0334,SL-25-P309-14-A-P334,St Lawrence,Spectacle Pond,,,No,No, ,910-1610,,St. Lawrence River Basin,Oswegatchie River,9,905,11.69 ,0.79 ,47303 ,1268.13 ,334,0905-0192,,,Lake,
0905TOA0333,SL-25-P309-14-1-P333,St Lawrence,Toad Pond,,,No,No, ,910-1610,,St. Lawrence River Basin,Oswegatchie River,9,905,7.78 ,0.59 ,31499 ,956.26 ,333,0905-0192,,,Lake,
0905OLM0328,SL-25-P309-12-2-P328,St Lawrence,Olmstead Pond,,,No,No, ,910-1608,,St. Lawrence River Basin,Oswegatchie River,9,905,50.69 ,1.81 ,205116 ,2911.72 ,328,0905-0191,,,Lake,
0905COL0323,SL-25-P323,St Lawrence,Colvin Pond,,,No,No,CT,910-1607,,St. Lawrence River Basin,Oswegatchie River,9,905,24.45 ,1.09 ,98936 ,1748.58 ,323,0905-0190,,,Lake,10
0905JOH0321,SL-25-P321,St Lawrence,John Pond,,,No,No,CT,910-1607,,St. Lawrence River Basin,Oswegatchie River,9,905,14.53 ,0.58 ,58817 ,941.07 ,321,0905-0190,,,Lake,10
0905SCO0322,SL-25-P309-11-P5311-1-P322,St Lawrence,Scott Pond,,,No,No,CT,910-1607,,St. Lawrence River Basin,Oswegatchie River,9,905,24.26 ,1.41 ,98188 ,2276.64 ,322,0905-0190,,,Lake,10
0905DAR0319,SL-25-P309-11-P319,St Lawrence,Darning Needle Pond,,,No,No, ,910-1606,,St. Lawrence River Basin,Oswegatchie River,9,905,28.15 ,1.52 ,113901 ,2440.49 ,319,0905-0189,,,Lake,
0905FIS0318,SL-25-P309-11-5-1-P318,St Lawrence,Fishpole Pond,,,No,No, ,910-1603,,St. Lawrence River Basin,Oswegatchie River,9,905,13.97 ,0.61 ,56543 ,974.60 ,318,0905-0189,,,Lake,
0905HED0312,SL-25-P309-6-P312,St Lawrence,Hedgehog Pond,,,No,No, ,910-1595,,St. Lawrence River Basin,Oswegatchie River,9,905,16.18 ,0.70 ,65494 ,1122.99 ,312,0905-0188,,,Lake,
0905LIL0311,SL-25-P309-4-P311,St Lawrence,Lilypad Pond,,,No,No, ,910-1593,,St. Lawrence River Basin,Oswegatchie River,9,905,8.66 ,0.54 ,35029 ,864.08 ,311,0905-0187,,,Lake,
0905DIL0308,SL-25-116-P308,St Lawrence,Dillon Pond,,,No,No,CT,910-1588,,St. Lawrence River Basin,Oswegatchie River,9,905,15.32 ,0.83 ,62007 ,1343.17 ,308,0905-0186,,,Lake,10
0905TOO0306,SL-25-111-P306,St Lawrence,Tooley Pond,,,No,No,CT,910-1584,,St. Lawrence River Basin,Oswegatchie River,9,905,45.89 ,1.64 ,185701 ,2637.02 ,306,0905-0185,,,Lake,10
0905CRA0305,SL-25-P305,St Lawrence,Crane Pond,,,No,No,C(T),910-1583,,St. Lawrence River Basin,Oswegatchie River,9,905,15.26 ,0.59 ,61769 ,945.57 ,305,0905-0184,,,Lake,10
0905LOS0304,SL-25-108-P304,St Lawrence,Lost Pond,,,No,No,CT,910-1583,,St. Lawrence River Basin,Oswegatchie River,9,905,20.25 ,1.90 ,81951 ,3063.91 ,304,0905-0183,,,Lake,10
0905HEA0298,SL-25-101-P298,St Lawrence,Heath Pond,,,No,No,CT,910-1527,,St. Lawrence River Basin,Oswegatchie River,9,905,25.21 ,1.06 ,102026 ,1712.27 ,298,0905-0182,,,Lake,10
0905MUS0299,SL-25-101-P298-1-P299,St Lawrence,Muskrat Pond,,,No,No,CT,910-1580,,St. Lawrence River Basin,Oswegatchie River,9,905,9.47 ,0.86 ,38309 ,1383.56 ,299,0905-0182,,,Lake,10
0905MUS0300,SL-25-101-P298-1-P300,St Lawrence,Muskrat Pond,,,No,No,,,,St. Lawrence River Basin,Oswegatchie River,9,905,22.21 ,1.56 ,89880 ,2504.53 ,300,0905-0182,,,Lake,
0905UWB5247,SL-25-101-30-P5247,St Lawrence,Unnamed Water,,,No,No,D,910-1568,,St. Lawrence River Basin,Oswegatchie River,9,905,232.49 ,3.51 ,940844 ,5655.77 ,5247,0905-0181,,,Lake,10
0905STA0281,SL-25-P281,St Lawrence,Star Lake,,110,Yes,Yes,AA(T),910-1552,,St. Lawrence River Basin,Oswegatchie River,9,905,205.14 ,6.59 ,830164 ,10602.32 ,281,0905-0180,,,Lake,4
0905NTW0267,SL-25-101-5-P267,St Lawrence,North Twin Lake,,,No,No,C,910-1532,,St. Lawrence River Basin,Oswegatchie River,9,905,31.60 ,1.22 ,127866 ,1963.56 ,267,0905-0179,,,Lake,10
0905STW0268,SL-25-101-5-P268,St Lawrence,South Twin Lake,,,No,No,CT,910-1531,,St. Lawrence River Basin,Oswegatchie River,9,905,14.56 ,0.66 ,58934 ,1067.89 ,268,0905-0179,,,Lake,10
0905NIC0292,SL-25-101-31-2-P292,St Lawrence,Nicks Pond,,,No,No, ,910-1572,,St. Lawrence River Basin,Oswegatchie River,9,905,14.75 ,0.77 ,59688 ,1243.21 ,292,0905-0178,,,Lake,
0905SUN0291,SL-25-P291,St Lawrence,Sunny Pond,,,No,No,C,910-1566,,St. Lawrence River Basin,Oswegatchie River,9,905,8.20 ,0.43 ,33175 ,686.74 ,291,0905-0177,,,Lake,10
0905MUD0287,SL-25-101-24-6-2-P287,St Lawrence,Mud Pond,,,No,No, ,910-1558a,,St. Lawrence River Basin,Oswegatchie River,9,905,7.56 ,0.77 ,30583 ,1240.18 ,287,0905-0176,,,Lake,
