LakeID,FIN,County,WATER,Alternate_Name,Lake_Proj_Code_Ref::LAKE_PROJ_CODE,Beaches,PWS,Waterbody_Classification,WaterClassPartNo,Dam Class,M_BAS_NAME,BASIN_NAME,M_BASIN_ID,BasinSub,ACRES,SHORELINE_,AREA,LEN,P#,PWLID,_8_Digit_HUC,DATE_ADDED,Waterbody_Type,Chla_PWS
1305SHA0396,H-101-21-P396,Dutchess,Shaw Pond,,,No,No,A,857-104,,Lower Hudson River Basin,Wappinger Creek,13,1305,27.60 ,0.90 ,111619 ,1444.06 ,396,1305-0026,,,Lake,6
1305DIE0390,H-101-21-P390,Dutchess,Dieterich Pond,,,No,No,BT,857-90,,Lower Hudson River Basin,Wappinger Creek,13,1305,31.80 ,1.50 ,128777 ,2360.57 ,390,1305-0025,,,Lake,10
1305ROU0395,H-101-21-7-P395,Dutchess,Round Pond,,,No,No,B,857-98.1,,Lower Hudson River Basin,Wappinger Creek,13,1305,17.00 ,0.70 ,68939 ,1127.84 ,395,1305-0024,,,Lake,10
1305MUD0379,H-P378-1-P379,Dutchess,Mud Pond,,,No,No,C,857-72,,Lower Hudson River Basin,Wappinger Creek,13,1305,22.90 ,1.30 ,92503 ,2164.91 ,379,1305-0021,,,Lake,10
1305ONI0366B,H-101-4-2-1-P366B,Dutchess,Lake Oniad,,,No,No,B,857-21,,Lower Hudson River Basin,Wappinger Creek,13,1305,14.50 ,0.70 ,58818 ,1064.94 ,366,1305-0017,,,Lake,10
1305MUD0410,H-101-39-P410,Dutchess,Mud Pond,Twin Island Lake,,No,No,B,857-136,,Lower Hudson River Basin,Wappinger Creek,13,1305,52.40 ,1.40 ,212174 ,2322.72 ,410,1305-0010,,,Lake,10
1305STI0409,H-101-39-P409,Dutchess,Stissing Pond,Stissing Lake,213,Yes,No,B,857-136,,Lower Hudson River Basin,Wappinger Creek,13,1305,74.60 ,2.20 ,301779 ,3504.42 ,409,1305-0010,,,Lake,10
1305THO0408,H-101-P408,Dutchess,Thompson Pond,,,No,No,B,857-136,,Lower Hudson River Basin,Wappinger Creek,13,1305,77.40 ,3.30 ,313270 ,5323.79 ,408,1305-0010,,,Lake,10
1305UPT0384,H-101-20-P384,Dutchess,Upton Lake,,,No,No,B,857-87,,Lower Hudson River Basin,Wappinger Creek,13,1305,45.50 ,1.60 ,184300 ,2631.84 ,384,1305-0005,,,Lake,10
1305HUN0403,H-101-30-P403,Dutchess,Hunns Lake,,,No,No,B,857-118,,Lower Hudson River Basin,Wappinger Creek,13,1305,63.20 ,1.70 ,255882 ,2707.81 ,403,1305-0004,,,Lake,10
1305RYD0401,H-101-30-1-P401,Dutchess,Ryder Pond,,,No,No,B,857-117.2,,Lower Hudson River Basin,Wappinger Creek,13,1305,15.60 ,0.60 ,63159 ,1041.16 ,401,1305-0004,,,Lake,10
1305LON0375,H-P375,Dutchess,Long Pond,,,Yes,No,AA,857-67,,Lower Hudson River Basin,Wappinger Creek,13,1305,81.90 ,2.90 ,331374 ,4599.11 ,375,1305-0003,,,Lake,4
1305SIL0378,H-P378,Dutchess,Silver Lake,,,No,No,AAT,857-71,,Lower Hudson River Basin,Wappinger Creek,13,1305,110.60 ,4.80 ,447771 ,7679.19 ,378,1305-0002,,,Lake,4
1304CHR0358A,H-95-24-P358A,Dutchess,Christie Pond,,,No,No,C,862-350,,Lower Hudson River Basin,Fishkill Creek,13,1304,10.50 ,0.70 ,42662 ,1143.10 ,358,1304-0034,,,Lake,10
1304FUR0356,H-95-P356,Dutchess,Furnace Pond,,,No,No,CT,862-240,B,Lower Hudson River Basin,Fishkill Creek,13,1304,8.80 ,0.70 ,35712 ,1189.43 ,356,1304-0034,,,Lake,10
1304SWE0359,H-95-P359,Dutchess,Sweezy Pond,,,No,No,CT,862-240,,Lower Hudson River Basin,Fishkill Creek,13,1304,11.10 ,0.60 ,44758 ,1004.14 ,359,1304-0034,,,Lake,10
1304LIT0354,H-95-19-P353-1-P354,Dutchess,Little Pond,,,No,No,B,862-338,,Lower Hudson River Basin,Fishkill Creek,13,1304,43.00 ,1.60 ,173824 ,2579.62 ,354,1304-0033,,,Lake,10
1304WHA0353,H-95-19-P353,Dutchess,Whaley Lake,,155,Yes,No,B,862-336,C,Lower Hudson River Basin,Fishkill Creek,13,1304,248.00 ,4.80 ,1003510 ,7658.37 ,353,1304-0033,,,Lake,10
1304NUC5222,H-95-19-4A-P5222,Dutchess,Nuclear Lake,,,No,No,C,862-335.1,C,Lower Hudson River Basin,Fishkill Creek,13,1304,35.90 ,1.40 ,145302 ,2274.66 ,5222,1304-0032,,,Lake,10
1304SYL0352,H-95-14-P352,Dutchess,Sylvan Lake,,,Yes,No,BT,862-313.1,,Lower Hudson River Basin,Fishkill Creek,13,1304,113.30 ,1.80 ,458491 ,2846.26 ,352,1304-0029,,,Lake,10
1304PEN0349,H-95-12A-P349,Dutchess,Penneywater Pond,,,No,No,C,862-305,,Lower Hudson River Basin,Fishkill Creek,13,1304,8.00 ,0.40 ,32228 ,691.28 ,349,1304-0026,,,Lake,10
1304WAL0345Y,H-95-11A-P345Y,Dutchess,Lake Walton,,,No,No,B,862-301,,Lower Hudson River Basin,Fishkill Creek,13,1304,41.00 ,1.80 ,165727 ,2876.97 ,345,1304-0025,,,Lake,10
1304TYR3480,H-95-10-10-P3480,Dutchess,Tyrell Lake,,,No,No,C,862-298,,Lower Hudson River Basin,Fishkill Creek,13,1304,42.60 ,2.30 ,172410 ,3689.67 ,3480,1304-0024,,,Lake,10
1304UWB5237,H-95-7-P5237,Dutchess,Deer Lake,Beaver Lake,,Yes,No,C,862-271.1,,Lower Hudson River Basin,Fishkill Creek,13,1304,23.50 ,0.80 ,95268 ,1360.59 ,5237,1304-0020,,,Lake,10
1304BEA0345,H-95-2-P345,Dutchess,Beacon Reservoir,,,No,No,A,862-243,,Lower Hudson River Basin,Fishkill Creek,13,1304,20.20 ,0.90 ,81663 ,1439.65 ,345,1304-0013,,,Lake,6
1304HIL0345G,H-95-10-1B-P345G,Dutchess,Hillside Lake,,112,No,No,,,B,Lower Hudson River Basin,Fishkill Creek,13,1304,25.90 ,1.20 ,104921 ,1870.99 ,345,1304-0001,,,Lake,
1302RAY0089U,H-31-P44-24-35-P89U,Dutchess,Ray Lake,,,No,No,B,864-358,,Lower Hudson River Basin,Croton,13,1302,15.90 ,0.80 ,64389 ,1264.18 ,89,1302-0133,,,Lake,10
1302DEN0089J,H-31-P44-24-25-1-6-P89J,Dutchess,Denton Lake,,,Yes,No,B,864-328,,Lower Hudson River Basin,Croton,13,1302,10.50 ,0.50 ,42352 ,850.64 ,89,1302-0131,,,Lake,10
1302UWB0076A,H-31-P44-23-P76-3-P76A,Dutchess,Unnamed Water,,,No,No,B,864-268,,Lower Hudson River Basin,Croton,13,1302,7.80 ,0.50 ,31587 ,838.83 ,76,1302-0120,,,Lake,10
1302BAL0064A,H-31-P44-23-P59-6-P63-1-2A-P64A,Dutchess,Ballard Lake,,,No,No,B,864-207,,Lower Hudson River Basin,Croton,13,1302,10.10 ,0.70 ,40872 ,1134.12 ,64,1302-0111,,,Lake,10
1301SPR0829,H-158-P829,Dutchess,Spring Lakes,,,No,No,BT,862-507,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,9.60 ,0.90 ,38863 ,1517.43 ,829,1301-0218,,,Lake,10
1301SPR0830,H-158-P830,Dutchess,Spring Lakes,,,No,No,BT,862-507,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,22.40 ,1.40 ,90562 ,2244.80 ,830,1301-0218,,,Lake,10
1301WAR0828,H-158-17-P828,Dutchess,Warackamac Lake,,,No,No,B,862-519,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,9.60 ,0.50 ,38795 ,864.68 ,828,1301-0216,,,Lake,10
1301SHO0825,H-158-13-P825,Dutchess,Shooks Pond,,,No,No,B,862-513,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,15.80 ,0.70 ,64038 ,1119.38 ,825,1301-0215,,,Lake,10
1301SEP0826,H-158-13-3-P826,Dutchess,Sepasco Lake,,138,Yes,No,B,862-515,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,26.30 ,1.60 ,106609 ,2494.57 ,826,1301-0214,,,Lake,10
1301ROU0446,H-136-P446,Dutchess,Round Pond,,,No,No,BT,862-455,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,42.10 ,1.50 ,170501 ,2483.47 ,446,1301-0211,,,Lake,10
1301BRO0426,H-124-12-P426,Dutchess,Browns Pond,,,No,No,A,862-415,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,14.20 ,0.70 ,57572 ,1122.38 ,426,1301-0201,,,Lake,6
1301STA0425C,H-129-3-P425C,Dutchess,Staatsburg Reservoir,,,No,No,A,862-439,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,11.50 ,0.90 ,46460 ,1377.76 ,425,1301-0201,,,Lake,6
1301MOR0418,H-114-P418,Dutchess,Morgan Lake,,,No,No,C,862-395,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,11.10 ,0.60 ,44778 ,965.86 ,418,1301-0198,,,Lake,10
1301UWB0415B,H-105-4-P415B,Dutchess,Unnamed Water,,,No,No,C,862-387,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,3.70 ,0.60 ,14928 ,921.13 ,415,1301-0196,,,Lake,10
1301MEL0331,H-92-P331,Dutchess,Melzingah Reservoir,,,No,No,A,862-201,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,6.30 ,0.50 ,25554 ,764.61 ,331,1301-0183,,,Lake,6
1301UWB0330,H-92-P330,Dutchess,Unnamed Water,,,No,No,B,862-200,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,2.20 ,0.20 ,8761 ,383.21 ,330,,,,Lake,10
1301UWB0330A,H-P330A,Dutchess,Unnamed Water,,,No,No,B,862-202,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,2.50 ,0.30 ,10287 ,465.61 ,330,,,,Lake,10
1301UWB0330B,H-P330B,Dutchess,Unnamed Water,,,No,No,C,862-203,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.80 ,0.10 ,3332 ,219.31 ,330,,,,Lake,10
1301UWB0415E,H-105-P415E,Dutchess,Unnamed Water,,,No,No,C,862-385,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,4.40 ,0.40 ,17740 ,574.36 ,415,,,,Lake,10
1301UWB0415G,H-P415G,Dutchess,Unnamed Water,,,No,No,,,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.40 ,0.10 ,1434 ,184.99 ,415,,,,Lake,
1301UWB0415I,H-P415I,Dutchess,Unnamed Water,,,No,No,C,862-389,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,3.10 ,0.60 ,12470 ,934.85 ,415,,,,Lake,10
1301UWB0415J,H-P415J,Dutchess,Unnamed Water,,,No,No,C,862-389,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,5.40 ,0.50 ,21974 ,805.14 ,415,,,,Lake,10
1301UWB0418C,H-119-P418C,Dutchess,Unnamed Water,,,No,No,B,862-404,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.00 ,0.20 ,3944 ,338.51 ,418,,,,Lake,10
1301UWB0419,H-114-P419,Dutchess,Unnamed Water,,,No,No,C,862-394,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,2.20 ,0.20 ,9065 ,402.03 ,419,,,,Lake,10
1301UWB0420B,H-114-P420B,Dutchess,Fall Kill Pond,"Unnamed Water, Fall Kill Impoundment, Fallkill Pond",,No,No,B,862-397,B,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,29.30 ,1.80 ,118486 ,2951.92 ,420,,,,Lake,10
1301UWB0421,H-122-P421,Dutchess,Unnamed Water,,,No,No,C,862-410,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.20 ,0.30 ,4662 ,437.47 ,421,,,,Lake,10
1301UWB0421A,H-120-P421A,Dutchess,Unnamed Water,,,No,No,B,862-406,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.60 ,0.40 ,6626 ,605.98 ,421,,,,Lake,10
1301UWB0424,H-124-P424,Dutchess,Unnamed Water,,,No,No,A,862-415,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,7.60 ,0.90 ,30930 ,1464.05 ,424,,,,Lake,6
1301UWB0427,H-124-14-P427,Dutchess,Unnamed Water,,,No,No,A,862-415,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,6.00 ,0.40 ,24348 ,624.80 ,427,,,,Lake,6
1301UWB0427A,H-135-P427A,Dutchess,Unnamed Water,,,No,No,,,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,2.60 ,0.30 ,10461 ,408.12 ,427,,,,Lake,
1301UWB0441,H-136-P441,Dutchess,Unnamed Water,,,No,No,C,862-442,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,8.20 ,1.40 ,33151 ,2178.66 ,441,,,,Lake,10
1301UWB0441A,H-140-P441A,Dutchess,Unnamed Water,,,No,No,,,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.50 ,0.30 ,6010 ,404.33 ,441,,,,Lake,
1301UWB0442,H-136-P442,Dutchess,Unnamed Water,,,No,No,CT,862-443,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,6.70 ,0.70 ,27171 ,1056.71 ,442,,,,Lake,10
1301UWB0443,H-136-P443,Dutchess,Unnamed Water,,,No,No,CT,862-443,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,2.00 ,0.40 ,8245 ,589.95 ,443,,,,Lake,10
1301UWB0444,H-136-8-P444,Dutchess,Unnamed Water,,,No,No,,,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.00 ,0.20 ,4043 ,255.18 ,444,,,,Lake,
1301UWB0445,H-P445,Dutchess,Unnamed Water,,,No,No,,,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.20 ,0.10 ,776 ,121.99 ,445,,,,Lake,
1301UWB0445A,H-136-10-3A-1-P445A,Dutchess,Unnamed Water,,,No,No,C,862-453,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,2.00 ,0.20 ,8136 ,396.28 ,445,,,,Lake,10
1301UWB0448,H-137-P448,Dutchess,Unnamed Water,,,No,No,B,862-457,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,7.30 ,0.80 ,29622 ,1251.27 ,448,,,,Lake,10
1301UWB0826A,H-158-13-P826A,Dutchess,Unnamed Water,,,No,No,CTS,862-510,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,2.20 ,0.50 ,8861 ,727.91 ,826,,,,Lake,10
1301UWB0827,H-P827,Dutchess,Unnamed Water,,,No,No,,,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.60 ,0.10 ,2473 ,201.20 ,827,,,,Lake,
1301UWB0345A,H-P345AAA,Dutchess,Unnamed Water,,,No,No,C,862-362,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.40 ,0.20 ,5584 ,276.68 ,345,,,,Lake,10
1301UWB0345C,H-98-P345CCC,Dutchess,Unnamed Water,,,No,No,B,862-361,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.80 ,0.40 ,7229 ,578.82 ,345,,,,Lake,10
1301UWB0345F,H-P345FFF,Dutchess,Unnamed Water,,,No,No,,,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.30 ,0.10 ,1224 ,169.47 ,345,,,,Lake,
1301UWB5451,H-P5451,Dutchess,Unnamed Water,,,No,No,,,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.70 ,0.20 ,7043 ,347.55 ,5451,,,,Lake,
1301UWB5616,H-P5616,Dutchess,Unnamed Water,,,No,No,C,862-357,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.50 ,0.30 ,5923 ,446.80 ,5616,,,,Lake,10
1301UWB5625,H-P5625,Dutchess,Unnamed Water,,,No,No,,,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.50 ,0.30 ,6093 ,476.66 ,5625,,,,Lake,
1301UWB5740,H-105-P5740,Dutchess,Unnamed Water,,,No,No,C,862-385,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,2.10 ,0.30 ,8696 ,498.27 ,5740,,,,Lake,10
1301UWB5741,H-P5741,Dutchess,Unnamed Water,,,No,No,,,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.10 ,0.20 ,4476 ,302.35 ,5741,,,,Lake,
1301UWB5742,H-P5742,Dutchess,Unnamed Water,,,No,No,,,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.20 ,0.20 ,4994 ,400.18 ,5742,,,,Lake,
1301UWB5743,H-P5743,Dutchess,Unnamed Water,,,No,No,,,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,2.00 ,0.30 ,8155 ,436.28 ,5743,,,,Lake,
1301UWB5745,H-P5745,Dutchess,Unnamed Water,,,No,No,,,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.50 ,0.30 ,5996 ,424.25 ,5745,,,,Lake,
1301UWB5747,H-P5747,Dutchess,Unnamed Water,,,No,No,C,862-393.1,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.90 ,0.30 ,3772 ,462.60 ,5747,,,,Lake,10
1301UWB5748,H-P5748,Dutchess,Unnamed Water,,,No,No,C,862-395,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.90 ,0.30 ,7555 ,512.45 ,5748,,,,Lake,10
1301UWB5749,H-P5749,Dutchess,Unnamed Water,,,No,No,C,862-405,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,2.30 ,0.30 ,9508 ,481.03 ,5749,,,,Lake,10
1301UWB5750,H-P5750,Dutchess,Unnamed Water,,,No,No,,,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.20 ,0.30 ,4764 ,467.11 ,5750,,,,Lake,
1301UWB5751,H-P5751,Dutchess,Unnamed Water,,,No,No,,,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.00 ,0.20 ,3990 ,330.61 ,5751,,,,Lake,
1301UWB5752,H-P5752,Dutchess,Unnamed Water,,,No,No,,,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.00 ,0.20 ,4100 ,244.48 ,5752,,,,Lake,
1301UWB5753,H-P5753,Dutchess,Unnamed Water,,,No,No,,,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.80 ,0.20 ,7260 ,322.63 ,5753,,,,Lake,
1301UWB5805,H-114-11-1-P5805,Dutchess,Unnamed Water,,,No,No,C,862-398,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.40 ,0.20 ,5732 ,396.04 ,5805,,,,Lake,10
1301UWB5806,H-P5806,Dutchess,Unnamed Water,,,No,No,,,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.00 ,0.20 ,4214 ,257.28 ,5806,,,,Lake,
1301UWB5807,H-114-P5807,Dutchess,Unnamed Water,,,No,No,C,862-393,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.90 ,0.20 ,3775 ,349.49 ,5807,,,,Lake,10
1301UWB5808,H-114-P5808,Dutchess,Unnamed Water,,,No,No,C,862-393,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.60 ,0.40 ,6409 ,600.49 ,5808,,,,Lake,10
1301UWB5833,H-124-13-P5833,Dutchess,Unnamed Water,,,No,No,,,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,4.20 ,0.40 ,17157 ,570.21 ,5833,,,,Lake,
1301UWB5835,H-135-10-P5835,Dutchess,Unnamed Water,,,No,No,,,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,5.80 ,0.50 ,23619 ,757.05 ,5835,,,,Lake,
1301UWB5836,H-P5836,Dutchess,Unnamed Water,,,No,No,,,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.20 ,0.20 ,4971 ,287.98 ,5836,,,,Lake,
1301UWB5837,H-P5837,Dutchess,Unnamed Water,,,No,No,C,862-450.1,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,3.50 ,0.50 ,14103 ,819.70 ,5837,,,,Lake,10
1301UWB5838,H-P5838,Dutchess,Unnamed Water,,,No,No,C,862-450.1,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,2.60 ,0.30 ,10706 ,424.06 ,5838,,,,Lake,10
1301UWB5839,H-P5839,Dutchess,Unnamed Water,,,No,No,,,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,2.60 ,0.30 ,10643 ,477.07 ,5839,,,,Lake,
1301UWB5841,H-P5841,Dutchess,Unnamed Water,,,No,No,,,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,7.60 ,0.60 ,30666 ,1010.77 ,5841,,,,Lake,
1301UWB5842,H-158-13-1-P5842,Dutchess,Unnamed Water,,,No,No,C,862-512,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.70 ,0.20 ,7045 ,368.98 ,5842,,,,Lake,10
1301UWB5844,H-158-13-P5844,Dutchess,Unnamed Water,,,No,No,,,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.40 ,0.20 ,5547 ,334.55 ,5844,,,,Lake,
1301UWB5845,H-158-13-P5845,Dutchess,Unnamed Water,,,No,No,C,862-511,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.50 ,0.30 ,5995 ,461.41 ,5845,,,,Lake,10
1301UWB5846,H-158-13-4-P5846,Dutchess,Unnamed Water,,,No,No,CTS,862-517.1,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.80 ,0.20 ,3393 ,346.80 ,5846,,,,Lake,10
1301UWB5847,H-P5847,Dutchess,Unnamed Water,,,No,No,,,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.20 ,0.20 ,5002 ,275.36 ,5847,,,,Lake,
1301UWB5848,H-158-11-P5848,Dutchess,Unnamed Water,,,No,No,C,862-509.1,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,2.90 ,0.50 ,11726 ,742.75 ,5848,,,,Lake,10
1301UWB5849,H-P5849,Dutchess,Unnamed Water,,,No,No,,,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,2.00 ,0.30 ,8125 ,469.44 ,5849,,,,Lake,
1301UWB5850,H-158-13-P825-1-P5850,Dutchess,Unnamed Water,,,No,No,,,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.90 ,0.20 ,3533 ,301.65 ,5850,,,,Lake,
1301UWB5851,H-158-13-6-P5851,Dutchess,Unnamed Water,,,No,No,C,862-517,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,3.40 ,0.40 ,13754 ,604.51 ,5851,,,,Lake,10
1301UWB5852,H-158-13-6-1-P5852,Dutchess,Unnamed Water,,,No,No,C,862-517,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.30 ,0.20 ,5174 ,312.04 ,5852,,,,Lake,10
1301UWB5853,H-P5853,Dutchess,Unnamed Water,,,No,No,,,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.50 ,0.20 ,5956 ,349.54 ,5853,,,,Lake,
1301UWB5854,H-P5854,Dutchess,Unnamed Water,,,No,No,C,862-509,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.10 ,0.30 ,4573 ,451.11 ,5854,,,,Lake,10
1301UWB5855,H-P5855,Dutchess,Unnamed Water,,,No,No,,,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.90 ,0.20 ,3781 ,250.30 ,5855,,,,Lake,
1301UWB5857,H-158-13-P5857,Dutchess,Unnamed Water,,,No,No,C,862-511,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,2.00 ,0.20 ,8075 ,339.78 ,5857,,,,Lake,10
1301UWB5858,H-P5858,Dutchess,Unnamed Water,,,No,No,,,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.20 ,0.10 ,811 ,117.54 ,5858,,,,Lake,
1301UWB5859,H-P5859,Dutchess,Unnamed Water,,,No,No,,,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.40 ,0.20 ,5523 ,385.14 ,5859,,,,Lake,
1301UWB5861,H-158-13-4-P5861,Dutchess,Unnamed Water,,,No,No,,,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.60 ,0.10 ,2376 ,189.43 ,5861,,,,Lake,
1301UWB5862,H-P5862,Dutchess,Unnamed Water,,,No,No,,,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.80 ,0.10 ,3160 ,221.69 ,5862,,,,Lake,
1301UWB5915,H-114-4A-P5915,Dutchess,Unnamed Water,,,No,No,C,862-396.2,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,6.60 ,0.50 ,26833 ,748.74 ,5915,,,,Lake,10
1301UWB5916,H-114-P5916,Dutchess,Unnamed Water,,,No,No,C,862-393,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,2.60 ,0.40 ,10416 ,714.09 ,5916,,,,Lake,10
1301UWB5917,H-114-P5917,Dutchess,Unnamed Water,,,No,No,C,862-393,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,5.60 ,0.50 ,22499 ,819.83 ,5917,,,,Lake,10
1301UWB5918,H-114-7-P5918,Dutchess,Unnamed Water,,,No,No,C,862-396.2,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.20 ,0.20 ,4785 ,287.18 ,5918,,,,Lake,10
1301UWB5919,H-114-7B-P5919,Dutchess,Unnamed Water,,,No,No,B,862-397,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,4.60 ,0.60 ,18535 ,976.98 ,5919,,,,Lake,10
1301UWB5920,H-114-P5920,Dutchess,Unnamed Water,,,No,No,C,862-393,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.80 ,0.30 ,7263 ,421.67 ,5920,,,,Lake,10
1301UWB5921,H-120-P5921,Dutchess,Unnamed Water,,,No,No,B,862-406.1,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,2.20 ,0.20 ,8743 ,398.93 ,5921,,,,Lake,10
1301UWB5922,H-P5922,Dutchess,Unnamed Water,,,No,No,,,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.00 ,0.20 ,4075 ,286.44 ,5922,,,,Lake,
1301UWB5923,H-120-3A-P5923,Dutchess,Unnamed Water,,,No,No,C,862-406.2,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,5.40 ,0.50 ,22039 ,767.56 ,5923,,,,Lake,10
1301UWB5924,H-P5924,Dutchess,Unnamed Water,,,No,No,,,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.90 ,0.20 ,3727 ,304.15 ,5924,,,,Lake,
1301UWB5925,H-124-8-P5925,Dutchess,Unnamed Water,,,No,No,A,862-415,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,31.20 ,2.10 ,126228 ,3324.73 ,5925,,,,Lake,6
1301UWB5927,H-127A-P5927,Dutchess,Unnamed Water,,,No,No,C,862-416.1,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,1.80 ,0.20 ,7436 ,381.92 ,5927,,,,Lake,10
1301UWB5933,H-129-1-P5933,Dutchess,Unnamed Water,,,No,No,C,862-437,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,0.90 ,0.20 ,3556 ,307.44 ,5933,,,,Lake,10
1301UWB5934,H-129-3-P5934,Dutchess,Unnamed Water,,,No,No,C,862-438,,Lower Hudson River Basin,Lower Hudson Main Stem,13,1301,3.00 ,0.40 ,12124 ,640.49 ,5934,,,,Lake,10
